home_team,away_team,year,week,total_home_score,total_away_score
SF,MIN,2007,14,7.0,27.0
ATL,NO,2007,14,14.0,34.0
PHI,NYG,2007,14,13.0,16.0
GB,LV,2007,14,38.0,7.0
TEN,LAC,2007,14,17.0,23.0
CIN,LA,2007,14,19.0,10.0
HOU,TB,2007,14,28.0,14.0
NO,ARI,2007,15,31.0,24.0
TB,ATL,2007,15,37.0,3.0
MIA,BAL,2007,15,22.0,16.0
CLE,BUF,2007,15,8.0,0.0
MIN,CHI,2007,15,20.0,13.0
SF,CIN,2007,15,20.0,13.0
HOU,DEN,2007,15,31.0,13.0
LAC,DET,2007,15,51.0,14.0
LA,GB,2007,15,14.0,33.0
LV,IND,2007,15,14.0,21.0
PIT,JAX,2007,15,22.0,29.0
NE,NYJ,2007,15,20.0,10.0
DAL,PHI,2007,15,6.0,10.0
CAR,SEA,2007,15,13.0,10.0
KC,TEN,2007,15,17.0,26.0
NYG,WAS,2007,15,10.0,22.0
ARI,ATL,2007,16,30.0,27.0
SEA,BAL,2007,16,27.0,6.0
CIN,CLE,2007,16,19.0,14.0
CAR,DAL,2007,16,13.0,20.0
LAC,DEN,2007,16,23.0,3.0
CHI,GB,2007,16,35.0,7.0
IND,HOU,2007,16,38.0,15.0
DET,KC,2007,16,25.0,20.0
NE,MIA,2007,16,28.0,7.0
BUF,NYG,2007,16,21.0,38.0
TEN,NYJ,2007,16,10.0,6.0
JAX,LV,2007,16,49.0,11.0
NO,PHI,2007,16,23.0,38.0
LA,PIT,2007,16,24.0,41.0
SF,TB,2007,16,21.0,19.0
MIN,WAS,2007,16,21.0,32.0
PHI,BUF,2007,17,17.0,9.0
TB,CAR,2007,17,23.0,31.0
MIA,CIN,2007,17,25.0,38.0
WAS,DAL,2007,17,27.0,6.0
GB,DET,2007,17,34.0,13.0
HOU,JAX,2007,17,42.0,28.0
NYJ,KC,2007,17,13.0,10.0
DEN,MIN,2007,17,22.0,19.0
NYG,NE,2007,17,35.0,38.0
CHI,NO,2007,17,33.0,25.0
BAL,PIT,2007,17,27.0,21.0
LV,LAC,2007,17,17.0,30.0
ATL,SEA,2007,17,44.0,41.0
CLE,SF,2007,17,20.0,7.0
ARI,LA,2007,17,48.0,19.0
IND,TEN,2007,17,10.0,16.0
PIT,JAX,2007,18,29.0,31.0
TB,NYG,2007,18,14.0,24.0
LAC,TEN,2007,18,17.0,6.0
SEA,WAS,2007,18,35.0,14.0
NE,JAX,2007,19,31.0,20.0
DAL,NYG,2007,19,17.0,21.0
IND,LAC,2007,19,24.0,28.0
GB,SEA,2007,19,42.0,20.0
GB,NYG,2007,20,20.0,23.0
NE,LAC,2007,20,21.0,12.0
NE,NYG,2007,21,14.0,17.0
SF,ARI,2008,1,13.0,23.0
LAC,CAR,2008,1,24.0,26.0
IND,CHI,2008,1,13.0,29.0
BAL,CIN,2008,1,17.0,10.0
CLE,DAL,2008,1,10.0,28.0
LV,DEN,2008,1,14.0,41.0
ATL,DET,2008,1,34.0,21.0
PIT,HOU,2008,1,38.0,17.0
TEN,JAX,2008,1,17.0,10.0
GB,MIN,2008,1,24.0,19.0
MIA,NYJ,2008,1,14.0,20.0
BUF,SEA,2008,1,34.0,10.0
PHI,LA,2008,1,38.0,3.0
NO,TB,2008,1,24.0,20.0
NYG,WAS,2008,1,16.0,7.0
TB,ATL,2008,2,24.0,9.0
JAX,BUF,2008,2,16.0,20.0
CAR,CHI,2008,2,20.0,17.0
DET,GB,2008,2,25.0,48.0
MIN,IND,2008,2,15.0,18.0
ARI,MIA,2008,2,31.0,10.0
NYJ,NE,2008,2,10.0,19.0
WAS,NO,2008,2,29.0,24.0
LA,NYG,2008,2,13.0,41.0
KC,LV,2008,2,8.0,23.0
DAL,PHI,2008,2,41.0,37.0
CLE,PIT,2008,2,6.0,10.0
DEN,LAC,2008,2,39.0,38.0
SEA,SF,2008,2,30.0,33.0
CIN,TEN,2008,2,7.0,24.0
WAS,ARI,2008,3,24.0,17.0
MIN,CAR,2008,3,20.0,10.0
NYG,CIN,2008,3,26.0,23.0
BAL,CLE,2008,3,28.0,10.0
GB,DAL,2008,3,16.0,27.0
SF,DET,2008,3,31.0,13.0
TEN,HOU,2008,3,31.0,12.0
IND,JAX,2008,3,21.0,23.0
ATL,KC,2008,3,38.0,14.0
NE,MIA,2008,3,13.0,38.0
DEN,NO,2008,3,34.0,32.0
LAC,NYJ,2008,3,48.0,29.0
BUF,LV,2008,3,24.0,23.0
PHI,PIT,2008,3,15.0,6.0
SEA,LA,2008,3,37.0,13.0
CHI,TB,2008,3,24.0,27.0
NYJ,ARI,2008,4,56.0,35.0
CAR,ATL,2008,4,24.0,9.0
PIT,BAL,2008,4,23.0,20.0
LA,BUF,2008,4,14.0,31.0
CIN,CLE,2008,4,12.0,20.0
KC,DEN,2008,4,33.0,19.0
TB,GB,2008,4,30.0,21.0
JAX,HOU,2008,4,30.0,27.0
TEN,MIN,2008,4,30.0,17.0
CHI,PHI,2008,4,24.0,20.0
LV,LAC,2008,4,18.0,28.0
NO,SF,2008,4,31.0,17.0
DAL,WAS,2008,4,24.0,26.0
GB,ATL,2008,5,24.0,27.0
ARI,BUF,2008,5,41.0,17.0
DET,CHI,2008,5,7.0,34.0
DAL,CIN,2008,5,31.0,22.0
HOU,IND,2008,5,27.0,31.0
CAR,KC,2008,5,34.0,0.0
NO,MIN,2008,5,27.0,30.0
SF,NE,2008,5,21.0,30.0
JAX,PIT,2008,5,21.0,26.0
MIA,LAC,2008,5,17.0,10.0
NYG,SEA,2008,5,44.0,6.0
DEN,TB,2008,5,16.0,13.0
BAL,TEN,2008,5,10.0,13.0
PHI,WAS,2008,5,17.0,23.0
IND,BAL,2008,6,31.0,3.0
TB,CAR,2008,6,27.0,3.0
ATL,CHI,2008,6,22.0,20.0
NYJ,CIN,2008,6,26.0,14.0
ARI,DAL,2008,6,30.0,24.0
MIN,DET,2008,6,12.0,10.0
SEA,GB,2008,6,17.0,27.0
DEN,JAX,2008,6,17.0,24.0
HOU,MIA,2008,6,29.0,28.0
LAC,NE,2008,6,30.0,10.0
CLE,NYG,2008,6,35.0,14.0
NO,LV,2008,6,34.0,3.0
SF,PHI,2008,6,26.0,40.0
WAS,LA,2008,6,17.0,19.0
MIA,BAL,2008,7,13.0,27.0
WAS,CLE,2008,7,14.0,11.0
LA,DAL,2008,7,34.0,14.0
NE,DEN,2008,7,41.0,7.0
HOU,DET,2008,7,28.0,21.0
GB,IND,2008,7,34.0,14.0
CHI,MIN,2008,7,48.0,41.0
CAR,NO,2008,7,30.0,7.0
LV,NYJ,2008,7,16.0,13.0
CIN,PIT,2008,7,10.0,38.0
BUF,LAC,2008,7,23.0,14.0
TB,SEA,2008,7,20.0,10.0
NYG,SF,2008,7,29.0,17.0
KC,TEN,2008,7,10.0,34.0
CAR,ARI,2008,8,27.0,23.0
PHI,ATL,2008,8,27.0,14.0
MIA,BUF,2008,8,25.0,16.0
HOU,CIN,2008,8,35.0,6.0
JAX,CLE,2008,8,17.0,23.0
TEN,IND,2008,8,31.0,21.0
NYJ,KC,2008,8,28.0,24.0
PIT,NYG,2008,8,14.0,21.0
BAL,LV,2008,8,29.0,10.0
NO,LAC,2008,8,37.0,32.0
SF,SEA,2008,8,13.0,34.0
NE,LA,2008,8,23.0,16.0
DAL,TB,2008,8,13.0,9.0
DET,WAS,2008,8,17.0,25.0
LA,ARI,2008,9,13.0,34.0
LV,ATL,2008,9,0.0,24.0
CLE,BAL,2008,9,27.0,37.0
NYG,DAL,2008,9,35.0,14.0
CHI,DET,2008,9,27.0,23.0
TEN,GB,2008,9,19.0,16.0
MIN,HOU,2008,9,28.0,21.0
CIN,JAX,2008,9,21.0,19.0
DEN,MIA,2008,9,17.0,26.0
IND,NE,2008,9,18.0,15.0
BUF,NYJ,2008,9,17.0,26.0
SEA,PHI,2008,9,7.0,26.0
WAS,PIT,2008,9,6.0,23.0
KC,TB,2008,9,27.0,30.0
HOU,BAL,2008,10,13.0,41.0
NE,BUF,2008,10,20.0,10.0
LV,CAR,2008,10,6.0,17.0
CLE,DEN,2008,10,30.0,34.0
MIN,GB,2008,10,28.0,27.0
PIT,IND,2008,10,20.0,24.0
DET,JAX,2008,10,14.0,38.0
LAC,KC,2008,10,20.0,19.0
ATL,NO,2008,10,34.0,20.0
PHI,NYG,2008,10,31.0,36.0
MIA,SEA,2008,10,21.0,19.0
ARI,SF,2008,10,29.0,24.0
NYJ,LA,2008,10,47.0,3.0
CHI,TEN,2008,10,14.0,21.0
SEA,ARI,2008,11,20.0,26.0
NYG,BAL,2008,11,30.0,10.0
GB,CHI,2008,11,37.0,3.0
BUF,CLE,2008,11,27.0,29.0
WAS,DAL,2008,11,10.0,14.0
ATL,DEN,2008,11,20.0,24.0
CAR,DET,2008,11,31.0,22.0
IND,HOU,2008,11,33.0,27.0
TB,MIN,2008,11,19.0,13.0
KC,NO,2008,11,20.0,30.0
NE,NYJ,2008,11,31.0,34.0
MIA,LV,2008,11,17.0,15.0
CIN,PHI,2008,11,13.0,13.0
PIT,LAC,2008,11,11.0,10.0
SF,LA,2008,11,35.0,16.0
JAX,TEN,2008,11,14.0,24.0
KC,BUF,2008,12,31.0,54.0
ATL,CAR,2008,12,45.0,28.0
LA,CHI,2008,12,3.0,27.0
PIT,CIN,2008,12,27.0,10.0
NO,GB,2008,12,51.0,29.0
CLE,HOU,2008,12,6.0,16.0
LAC,IND,2008,12,20.0,23.0
JAX,MIN,2008,12,12.0,30.0
MIA,NE,2008,12,28.0,48.0
ARI,NYG,2008,12,29.0,37.0
TEN,NYJ,2008,12,13.0,34.0
DEN,LV,2008,12,10.0,31.0
BAL,PHI,2008,12,36.0,7.0
DAL,SF,2008,12,35.0,22.0
DET,TB,2008,12,20.0,38.0
SEA,WAS,2008,12,17.0,20.0
PHI,ARI,2008,13,48.0,20.0
LAC,ATL,2008,13,16.0,22.0
CIN,BAL,2008,13,3.0,34.0
GB,CAR,2008,13,31.0,35.0
MIN,CHI,2008,13,34.0,14.0
NYJ,DEN,2008,13,17.0,34.0
CLE,IND,2008,13,6.0,10.0
HOU,JAX,2008,13,30.0,17.0
LV,KC,2008,13,13.0,20.0
LA,MIA,2008,13,12.0,16.0
TB,NO,2008,13,23.0,20.0
WAS,NYG,2008,13,7.0,23.0
NE,PIT,2008,13,10.0,33.0
DAL,SEA,2008,13,34.0,9.0
BUF,SF,2008,13,3.0,10.0
DET,TEN,2008,13,10.0,47.0
NO,ATL,2008,14,29.0,25.0
IND,CIN,2008,14,35.0,3.0
TEN,CLE,2008,14,28.0,9.0
PIT,DAL,2008,14,20.0,13.0
GB,HOU,2008,14,21.0,24.0
CHI,JAX,2008,14,23.0,10.0
DEN,KC,2008,14,24.0,17.0
BUF,MIA,2008,14,3.0,16.0
DET,MIN,2008,14,16.0,20.0
SEA,NE,2008,14,21.0,24.0
SF,NYJ,2008,14,24.0,14.0
LAC,LV,2008,14,34.0,7.0
NYG,PHI,2008,14,14.0,20.0
ARI,LA,2008,14,34.0,10.0
CAR,TB,2008,14,38.0,23.0
BAL,WAS,2008,14,24.0,10.0
NYJ,BUF,2008,15,31.0,27.0
PHI,CLE,2008,15,30.0,10.0
CAR,DEN,2008,15,30.0,10.0
IND,DET,2008,15,31.0,21.0
JAX,GB,2008,15,20.0,16.0
ARI,MIN,2008,15,14.0,35.0
LV,NE,2008,15,26.0,49.0
CHI,NO,2008,15,27.0,24.0
DAL,NYG,2008,15,20.0,8.0
BAL,PIT,2008,15,9.0,13.0
KC,LAC,2008,15,21.0,22.0
LA,SEA,2008,15,20.0,23.0
MIA,SF,2008,15,14.0,9.0
ATL,TB,2008,15,13.0,10.0
HOU,TEN,2008,15,13.0,12.0
CIN,WAS,2008,15,20.0,13.0
MIN,ATL,2008,16,17.0,24.0
DAL,BAL,2008,16,24.0,33.0
DEN,BUF,2008,16,23.0,30.0
NYG,CAR,2008,16,34.0,28.0
CLE,CIN,2008,16,0.0,14.0
CHI,GB,2008,16,20.0,17.0
LV,HOU,2008,16,27.0,16.0
JAX,IND,2008,16,24.0,31.0
KC,MIA,2008,16,31.0,38.0
DET,NO,2008,16,7.0,42.0
SEA,NYJ,2008,16,13.0,3.0
WAS,PHI,2008,16,10.0,3.0
TEN,PIT,2008,16,31.0,14.0
TB,LAC,2008,16,24.0,41.0
LA,SF,2008,16,16.0,17.0
NO,CAR,2008,17,31.0,33.0
HOU,CHI,2008,17,31.0,24.0
PIT,CLE,2008,17,31.0,0.0
PHI,DAL,2008,17,44.0,6.0
LAC,DEN,2008,17,52.0,21.0
GB,DET,2008,17,31.0,21.0
BAL,JAX,2008,17,27.0,7.0
CIN,KC,2008,17,16.0,6.0
NYJ,MIA,2008,17,17.0,24.0
BUF,NE,2008,17,0.0,13.0
MIN,NYG,2008,17,20.0,19.0
TB,LV,2008,17,24.0,31.0
ARI,SEA,2008,17,34.0,21.0
ATL,LA,2008,17,31.0,27.0
IND,TEN,2008,17,23.0,0.0
SF,WAS,2008,17,27.0,24.0
ARI,ATL,2008,18,30.0,24.0
MIA,BAL,2008,18,9.0,27.0
LAC,IND,2008,18,23.0,17.0
MIN,PHI,2008,18,14.0,26.0
CAR,ARI,2008,19,13.0,33.0
TEN,BAL,2008,19,10.0,13.0
NYG,PHI,2008,19,11.0,23.0
PIT,LAC,2008,19,35.0,24.0
PIT,BAL,2008,20,23.0,14.0
ARI,PHI,2008,20,32.0,25.0
ARI,PIT,2008,21,23.0,27.0
NE,BUF,2009,1,25.0,24.0
GB,CHI,2009,1,21.0,15.0
TB,DAL,2009,1,21.0,34.0
CIN,DEN,2009,1,7.0,12.0
NO,DET,2009,1,45.0,27.0
IND,JAX,2009,1,14.0,12.0
BAL,KC,2009,1,38.0,24.0
ATL,MIA,2009,1,19.0,7.0
CLE,MIN,2009,1,20.0,34.0
HOU,NYJ,2009,1,7.0,24.0
CAR,PHI,2009,1,10.0,38.0
LV,LAC,2009,1,20.0,24.0
ARI,SF,2009,1,16.0,20.0
SEA,LA,2009,1,28.0,0.0
PIT,TEN,2009,1,13.0,10.0
NYG,WAS,2009,1,23.0,17.0
JAX,ARI,2009,2,17.0,31.0
LAC,BAL,2009,2,26.0,31.0
ATL,CAR,2009,2,28.0,20.0
GB,CIN,2009,2,24.0,31.0
DEN,CLE,2009,2,27.0,6.0
TEN,HOU,2009,2,31.0,34.0
MIA,IND,2009,2,23.0,27.0
DET,MIN,2009,2,13.0,27.0
NYJ,NE,2009,2,16.0,9.0
PHI,NO,2009,2,22.0,48.0
DAL,NYG,2009,2,31.0,33.0
KC,LV,2009,2,10.0,13.0
CHI,PIT,2009,2,17.0,14.0
SF,SEA,2009,2,23.0,10.0
WAS,LA,2009,2,9.0,7.0
BUF,TB,2009,2,33.0,20.0
NE,ATL,2009,3,26.0,10.0
DAL,CAR,2009,3,21.0,7.0
SEA,CHI,2009,3,19.0,25.0
BAL,CLE,2009,3,34.0,3.0
LV,DEN,2009,3,3.0,23.0
LA,GB,2009,3,17.0,36.0
ARI,IND,2009,3,10.0,31.0
HOU,JAX,2009,3,24.0,31.0
PHI,KC,2009,3,34.0,14.0
LAC,MIA,2009,3,23.0,13.0
BUF,NO,2009,3,7.0,27.0
TB,NYG,2009,3,0.0,24.0
CIN,PIT,2009,3,23.0,20.0
MIN,SF,2009,3,27.0,24.0
NYJ,TEN,2009,3,24.0,17.0
DET,WAS,2009,3,19.0,14.0
NE,BAL,2009,4,27.0,21.0
MIA,BUF,2009,4,38.0,10.0
CLE,CIN,2009,4,20.0,23.0
DEN,DAL,2009,4,17.0,10.0
CHI,DET,2009,4,48.0,24.0
MIN,GB,2009,4,30.0,23.0
KC,NYG,2009,4,16.0,27.0
NO,NYJ,2009,4,24.0,10.0
HOU,LV,2009,4,29.0,6.0
PIT,LAC,2009,4,38.0,28.0
IND,SEA,2009,4,34.0,17.0
SF,LA,2009,4,35.0,0.0
WAS,TB,2009,4,16.0,13.0
JAX,TEN,2009,4,37.0,17.0
SF,ATL,2009,5,10.0,45.0
BAL,CIN,2009,5,14.0,17.0
BUF,CLE,2009,5,3.0,6.0
KC,DAL,2009,5,20.0,26.0
ARI,HOU,2009,5,28.0,21.0
TEN,IND,2009,5,9.0,31.0
SEA,JAX,2009,5,41.0,0.0
LA,MIN,2009,5,10.0,38.0
DEN,NE,2009,5,20.0,17.0
MIA,NYJ,2009,5,31.0,27.0
NYG,LV,2009,5,44.0,7.0
DET,PIT,2009,5,20.0,28.0
PHI,TB,2009,5,33.0,14.0
CAR,WAS,2009,5,20.0,17.0
SEA,ARI,2009,6,3.0,27.0
MIN,BAL,2009,6,33.0,31.0
NYJ,BUF,2009,6,13.0,16.0
TB,CAR,2009,6,21.0,28.0
ATL,CHI,2009,6,21.0,14.0
PIT,CLE,2009,6,27.0,14.0
LAC,DEN,2009,6,23.0,34.0
GB,DET,2009,6,26.0,0.0
CIN,HOU,2009,6,17.0,28.0
WAS,KC,2009,6,6.0,14.0
NO,NYG,2009,6,48.0,27.0
LV,PHI,2009,6,13.0,9.0
JAX,LA,2009,6,23.0,20.0
NE,TEN,2009,6,59.0,0.0
NYG,ARI,2009,7,17.0,24.0
DAL,ATL,2009,7,37.0,21.0
CAR,BUF,2009,7,9.0,20.0
CIN,CHI,2009,7,45.0,10.0
CLE,GB,2009,7,3.0,31.0
LA,IND,2009,7,6.0,42.0
PIT,MIN,2009,7,27.0,17.0
TB,NE,2009,7,7.0,35.0
MIA,NO,2009,7,34.0,46.0
LV,NYJ,2009,7,0.0,38.0
WAS,PHI,2009,7,17.0,27.0
KC,LAC,2009,7,7.0,37.0
HOU,SF,2009,7,24.0,21.0
NO,ATL,2009,8,35.0,27.0
ARI,CAR,2009,8,21.0,34.0
CHI,CLE,2009,8,30.0,6.0
BAL,DEN,2009,8,30.0,7.0
BUF,HOU,2009,8,10.0,31.0
TEN,JAX,2009,8,30.0,13.0
NYJ,MIA,2009,8,25.0,30.0
GB,MIN,2009,8,26.0,38.0
PHI,NYG,2009,8,40.0,17.0
LAC,LV,2009,8,24.0,16.0
DAL,SEA,2009,8,38.0,17.0
IND,SF,2009,8,18.0,14.0
DET,LA,2009,8,10.0,17.0
CHI,ARI,2009,9,21.0,41.0
CIN,BAL,2009,9,17.0,7.0
NO,CAR,2009,9,30.0,20.0
PHI,DAL,2009,9,16.0,20.0
SEA,DET,2009,9,32.0,20.0
TB,GB,2009,9,38.0,28.0
IND,HOU,2009,9,20.0,17.0
JAX,KC,2009,9,24.0,21.0
NE,MIA,2009,9,27.0,17.0
DEN,PIT,2009,9,10.0,28.0
NYG,LAC,2009,9,20.0,21.0
SF,TEN,2009,9,27.0,34.0
ATL,WAS,2009,9,31.0,17.0
CAR,ATL,2009,10,28.0,19.0
CLE,BAL,2009,10,0.0,16.0
TEN,BUF,2009,10,41.0,17.0
SF,CHI,2009,10,10.0,6.0
PIT,CIN,2009,10,12.0,18.0
GB,DAL,2009,10,17.0,7.0
WAS,DEN,2009,10,27.0,17.0
MIN,DET,2009,10,27.0,10.0
NYJ,JAX,2009,10,22.0,24.0
LV,KC,2009,10,10.0,16.0
IND,NE,2009,10,35.0,34.0
LA,NO,2009,10,23.0,28.0
LAC,PHI,2009,10,31.0,23.0
ARI,SEA,2009,10,31.0,20.0
MIA,TB,2009,10,25.0,23.0
LA,ARI,2009,11,13.0,21.0
NYG,ATL,2009,11,34.0,31.0
JAX,BUF,2009,11,18.0,15.0
LV,CIN,2009,11,20.0,17.0
DET,CLE,2009,11,38.0,37.0
BAL,IND,2009,11,15.0,17.0
CAR,MIA,2009,11,17.0,24.0
TB,NO,2009,11,7.0,38.0
NE,NYJ,2009,11,31.0,14.0
CHI,PHI,2009,11,20.0,24.0
KC,PIT,2009,11,27.0,24.0
DEN,LAC,2009,11,3.0,32.0
MIN,SEA,2009,11,35.0,9.0
GB,SF,2009,11,30.0,24.0
HOU,TEN,2009,11,17.0,20.0
DAL,WAS,2009,11,7.0,6.0
TEN,ARI,2009,12,20.0,17.0
NYJ,CAR,2009,12,17.0,6.0
MIN,CHI,2009,12,36.0,10.0
CIN,CLE,2009,12,16.0,7.0
DET,GB,2009,12,12.0,34.0
HOU,IND,2009,12,27.0,35.0
SF,JAX,2009,12,20.0,3.0
LAC,KC,2009,12,43.0,14.0
BUF,MIA,2009,12,31.0,14.0
NO,NE,2009,12,38.0,17.0
DEN,NYG,2009,12,26.0,6.0
DAL,LV,2009,12,24.0,7.0
BAL,PIT,2009,12,20.0,17.0
LA,SEA,2009,12,17.0,27.0
ATL,TB,2009,12,20.0,17.0
PHI,WAS,2009,12,27.0,24.0
GB,BAL,2009,13,27.0,14.0
NYG,DAL,2009,13,31.0,24.0
KC,DEN,2009,13,13.0,44.0
CIN,DET,2009,13,23.0,13.0
JAX,HOU,2009,13,23.0,18.0
ARI,MIN,2009,13,30.0,17.0
MIA,NE,2009,13,22.0,21.0
WAS,NO,2009,13,30.0,33.0
BUF,NYJ,2009,13,13.0,19.0
PIT,LV,2009,13,24.0,27.0
ATL,PHI,2009,13,7.0,34.0
CLE,LAC,2009,13,23.0,30.0
SEA,SF,2009,13,20.0,17.0
CHI,LA,2009,13,17.0,9.0
CAR,TB,2009,13,16.0,6.0
IND,TEN,2009,13,27.0,17.0
SF,ARI,2009,14,24.0,9.0
KC,BUF,2009,14,10.0,16.0
NE,CAR,2009,14,20.0,10.0
MIN,CIN,2009,14,30.0,10.0
IND,DEN,2009,14,28.0,16.0
BAL,DET,2009,14,48.0,3.0
CHI,GB,2009,14,14.0,21.0
JAX,MIA,2009,14,10.0,14.0
ATL,NO,2009,14,23.0,26.0
TB,NYJ,2009,14,3.0,26.0
NYG,PHI,2009,14,38.0,45.0
CLE,PIT,2009,14,13.0,6.0
DAL,LAC,2009,14,17.0,20.0
HOU,SEA,2009,14,34.0,7.0
TEN,LA,2009,14,47.0,7.0
LV,WAS,2009,14,13.0,34.0
DET,ARI,2009,15,24.0,31.0
NYJ,ATL,2009,15,7.0,10.0
BAL,CHI,2009,15,31.0,7.0
LAC,CIN,2009,15,27.0,24.0
KC,CLE,2009,15,34.0,41.0
NO,DAL,2009,15,17.0,24.0
PIT,GB,2009,15,37.0,36.0
LA,HOU,2009,15,13.0,16.0
JAX,IND,2009,15,31.0,35.0
TEN,MIA,2009,15,27.0,24.0
CAR,MIN,2009,15,26.0,7.0
BUF,NE,2009,15,10.0,17.0
WAS,NYG,2009,15,12.0,45.0
DEN,LV,2009,15,19.0,20.0
PHI,SF,2009,15,27.0,13.0
SEA,TB,2009,15,7.0,24.0
PIT,BAL,2009,16,23.0,20.0
ATL,BUF,2009,16,31.0,3.0
NYG,CAR,2009,16,9.0,41.0
WAS,DAL,2009,16,0.0,17.0
PHI,DEN,2009,16,30.0,27.0
SF,DET,2009,16,20.0,6.0
MIA,HOU,2009,16,20.0,27.0
NE,JAX,2009,16,35.0,7.0
CIN,KC,2009,16,17.0,10.0
CHI,MIN,2009,16,36.0,30.0
IND,NYJ,2009,16,15.0,29.0
CLE,LV,2009,16,23.0,9.0
TEN,LAC,2009,16,17.0,42.0
GB,SEA,2009,16,48.0,10.0
ARI,LA,2009,16,31.0,10.0
NO,TB,2009,16,17.0,20.0
TB,ATL,2009,17,10.0,20.0
LV,BAL,2009,17,13.0,21.0
DET,CHI,2009,17,23.0,37.0
NYJ,CIN,2009,17,37.0,0.0
ARI,GB,2009,17,7.0,33.0
BUF,IND,2009,17,30.0,7.0
CLE,JAX,2009,17,23.0,17.0
DEN,KC,2009,17,24.0,44.0
HOU,NE,2009,17,34.0,27.0
CAR,NO,2009,17,23.0,10.0
MIN,NYG,2009,17,44.0,7.0
DAL,PHI,2009,17,24.0,0.0
MIA,PIT,2009,17,24.0,30.0
LA,SF,2009,17,6.0,28.0
SEA,TEN,2009,17,13.0,17.0
LAC,WAS,2009,17,23.0,20.0
NE,BAL,2009,18,14.0,33.0
ARI,GB,2009,18,51.0,45.0
CIN,NYJ,2009,18,14.0,24.0
DAL,PHI,2009,18,34.0,14.0
NO,ARI,2009,19,45.0,14.0
IND,BAL,2009,19,20.0,3.0
MIN,DAL,2009,19,34.0,3.0
LAC,NYJ,2009,19,14.0,17.0
NO,MIN,2009,20,31.0,28.0
IND,NYJ,2009,20,30.0,17.0
IND,NO,2009,21,17.0,31.0
LA,ARI,2010,1,13.0,17.0
PIT,ATL,2010,1,15.0,9.0
NYJ,BAL,2010,1,9.0,10.0
NYG,CAR,2010,1,31.0,18.0
NE,CIN,2010,1,38.0,24.0
TB,CLE,2010,1,17.0,14.0
WAS,DAL,2010,1,13.0,7.0
JAX,DEN,2010,1,24.0,17.0
CHI,DET,2010,1,19.0,14.0
PHI,GB,2010,1,20.0,27.0
HOU,IND,2010,1,34.0,24.0
BUF,MIA,2010,1,10.0,15.0
NO,MIN,2010,1,14.0,9.0
TEN,LV,2010,1,38.0,13.0
KC,LAC,2010,1,21.0,14.0
SEA,SF,2010,1,31.0,6.0
ATL,ARI,2010,2,41.0,7.0
CIN,BAL,2010,2,15.0,10.0
GB,BUF,2010,2,34.0,7.0
DAL,CHI,2010,2,20.0,27.0
WAS,HOU,2010,2,27.0,30.0
LAC,JAX,2010,2,38.0,13.0
CLE,KC,2010,2,14.0,16.0
MIN,MIA,2010,2,10.0,14.0
NYJ,NE,2010,2,28.0,14.0
SF,NO,2010,2,22.0,25.0
IND,NYG,2010,2,38.0,14.0
DET,PHI,2010,2,32.0,35.0
TEN,PIT,2010,2,11.0,19.0
DEN,SEA,2010,2,31.0,14.0
LV,LA,2010,2,16.0,14.0
CAR,TB,2010,2,7.0,20.0
NO,ATL,2010,3,24.0,27.0
NE,BUF,2010,3,38.0,30.0
CAR,CIN,2010,3,7.0,20.0
BAL,CLE,2010,3,24.0,17.0
HOU,DAL,2010,3,13.0,27.0
MIN,DET,2010,3,24.0,10.0
CHI,GB,2010,3,20.0,17.0
DEN,IND,2010,3,13.0,27.0
MIA,NYJ,2010,3,23.0,31.0
ARI,LV,2010,3,24.0,23.0
JAX,PHI,2010,3,3.0,28.0
TB,PIT,2010,3,13.0,38.0
SEA,LAC,2010,3,27.0,20.0
KC,SF,2010,3,31.0,10.0
NYG,TEN,2010,3,10.0,29.0
LA,WAS,2010,3,30.0,16.0
LAC,ARI,2010,4,41.0,10.0
PIT,BAL,2010,4,14.0,17.0
NO,CAR,2010,4,16.0,14.0
NYG,CHI,2010,4,17.0,3.0
CLE,CIN,2010,4,23.0,20.0
TEN,DEN,2010,4,20.0,26.0
GB,DET,2010,4,28.0,26.0
LV,HOU,2010,4,24.0,31.0
JAX,IND,2010,4,31.0,28.0
MIA,NE,2010,4,14.0,41.0
BUF,NYJ,2010,4,14.0,38.0
LA,SEA,2010,4,20.0,3.0
ATL,SF,2010,4,16.0,14.0
PHI,WAS,2010,4,12.0,17.0
CLE,ATL,2010,5,10.0,20.0
CAR,CHI,2010,5,6.0,23.0
BAL,DEN,2010,5,31.0,17.0
WAS,GB,2010,5,16.0,13.0
BUF,JAX,2010,5,26.0,36.0
IND,KC,2010,5,19.0,9.0
NYJ,MIN,2010,5,29.0,20.0
ARI,NO,2010,5,30.0,20.0
HOU,NYG,2010,5,10.0,34.0
SF,PHI,2010,5,24.0,27.0
LV,LAC,2010,5,35.0,27.0
DET,LA,2010,5,44.0,6.0
CIN,TB,2010,5,21.0,24.0
DAL,TEN,2010,5,27.0,34.0
PHI,ATL,2010,6,31.0,17.0
NE,BAL,2010,6,23.0,20.0
PIT,CLE,2010,6,28.0,10.0
MIN,DAL,2010,6,24.0,21.0
NYG,DET,2010,6,28.0,20.0
WAS,IND,2010,6,24.0,27.0
HOU,KC,2010,6,35.0,31.0
GB,MIA,2010,6,20.0,23.0
TB,NO,2010,6,6.0,31.0
