home_team,away_team,year,week,total_home_score,total_away_score,game_date
NO,HOU,2019,1,30.0,28.0,2019-09-09
LAC,IND,2019,1,30.0,24.0,2019-09-08
JAX,KC,2019,1,26.0,40.0,2019-09-08
CAR,LA,2019,1,27.0,30.0,2019-09-08
DAL,NYG,2019,1,35.0,17.0,2019-09-08
NE,PIT,2019,1,33.0,3.0,2019-09-08
TB,SF,2019,1,17.0,31.0,2019-09-08
CLE,TEN,2019,1,13.0,43.0,2019-09-08
PHI,WAS,2019,1,32.0,27.0,2019-09-08
BAL,ARI,2019,2,23.0,17.0,2019-09-15
NYG,BUF,2019,2,14.0,28.0,2019-09-15
DEN,CHI,2019,2,14.0,16.0,2019-09-15
NYJ,CLE,2019,2,3.0,23.0,2019-09-16
WAS,DAL,2019,2,21.0,31.0,2019-09-15
TEN,IND,2019,2,17.0,19.0,2019-09-15
HOU,JAX,2019,2,13.0,12.0,2019-09-15
LV,KC,2019,2,10.0,28.0,2019-09-15
DET,LAC,2019,2,13.0,10.0,2019-09-15
GB,MIN,2019,2,21.0,16.0,2019-09-15
MIA,NE,2019,2,0.0,43.0,2019-09-15
LA,NO,2019,2,27.0,9.0,2019-09-15
ATL,PHI,2019,2,24.0,20.0,2019-09-15
PIT,SEA,2019,2,26.0,28.0,2019-09-15
CIN,SF,2019,2,17.0,41.0,2019-09-15
CAR,TB,2019,2,14.0,20.0,2019-09-12
IND,ATL,2019,3,27.0,24.0,2019-09-22
KC,BAL,2019,3,33.0,28.0,2019-09-22
ARI,CAR,2019,3,20.0,38.0,2019-09-22
WAS,CHI,2019,3,15.0,31.0,2019-09-23
BUF,CIN,2019,3,21.0,17.0,2019-09-22
GB,DEN,2019,3,27.0,16.0,2019-09-22
PHI,DET,2019,3,24.0,27.0,2019-09-22
LAC,HOU,2019,3,20.0,27.0,2019-09-22
CLE,LA,2019,3,13.0,20.0,2019-09-22
DAL,MIA,2019,3,31.0,6.0,2019-09-22
SEA,NO,2019,3,27.0,33.0,2019-09-22
TB,NYG,2019,3,31.0,32.0,2019-09-22
NE,NYJ,2019,3,30.0,14.0,2019-09-22
MIN,LV,2019,3,34.0,14.0,2019-09-22
SF,PIT,2019,3,24.0,20.0,2019-09-22
JAX,TEN,2019,3,20.0,7.0,2019-09-19
HOU,CAR,2019,4,10.0,16.0,2019-09-29
PIT,CIN,2019,4,27.0,3.0,2019-09-30
BAL,CLE,2019,4,25.0,40.0,2019-09-29
NO,DAL,2019,4,12.0,10.0,2019-09-29
DEN,JAX,2019,4,24.0,26.0,2019-09-29
DET,KC,2019,4,30.0,34.0,2019-09-29
MIA,LAC,2019,4,10.0,30.0,2019-09-29
CHI,MIN,2019,4,16.0,6.0,2019-09-29
BUF,NE,2019,4,10.0,16.0,2019-09-29
IND,LV,2019,4,24.0,31.0,2019-09-29
GB,PHI,2019,4,27.0,34.0,2019-09-26
ARI,SEA,2019,4,10.0,27.0,2019-09-29
LA,TB,2019,4,40.0,55.0,2019-09-29
ATL,TEN,2019,4,10.0,24.0,2019-09-29
NYG,WAS,2019,4,24.0,3.0,2019-09-29
CIN,ARI,2019,5,23.0,26.0,2019-10-06
HOU,ATL,2019,5,53.0,32.0,2019-10-06
PIT,BAL,2019,5,23.0,26.0,2019-10-06
TEN,BUF,2019,5,7.0,14.0,2019-10-06
LV,CHI,2019,5,24.0,21.0,2019-10-06
SF,CLE,2019,5,31.0,3.0,2019-10-07
LAC,DEN,2019,5,13.0,20.0,2019-10-06
DAL,GB,2019,5,24.0,34.0,2019-10-06
KC,IND,2019,5,13.0,19.0,2019-10-06
CAR,JAX,2019,5,34.0,27.0,2019-10-06
SEA,LA,2019,5,30.0,29.0,2019-10-03
NYG,MIN,2019,5,10.0,28.0,2019-10-06
WAS,NE,2019,5,7.0,33.0,2019-10-06
PHI,NYJ,2019,5,31.0,6.0,2019-10-06
NO,TB,2019,5,31.0,24.0,2019-10-06
ARI,ATL,2019,6,34.0,33.0,2019-10-13
TB,CAR,2019,6,26.0,37.0,2019-10-13
BAL,CIN,2019,6,23.0,17.0,2019-10-13
NYJ,DAL,2019,6,24.0,22.0,2019-10-13
GB,DET,2019,6,23.0,22.0,2019-10-14
KC,HOU,2019,6,24.0,31.0,2019-10-13
JAX,NO,2019,6,6.0,13.0,2019-10-13
NE,NYG,2019,6,35.0,14.0,2019-10-10
MIN,PHI,2019,6,38.0,20.0,2019-10-13
LAC,PIT,2019,6,17.0,24.0,2019-10-13
CLE,SEA,2019,6,28.0,32.0,2019-10-13
LA,SF,2019,6,7.0,20.0,2019-10-13
DEN,TEN,2019,6,16.0,0.0,2019-10-13
MIA,WAS,2019,6,16.0,17.0,2019-10-13
NYG,ARI,2019,7,21.0,27.0,2019-10-20
SEA,BAL,2019,7,16.0,30.0,2019-10-20
IND,HOU,2019,7,30.0,23.0,2019-10-20
CIN,JAX,2019,7,17.0,27.0,2019-10-20
DEN,KC,2019,7,6.0,30.0,2019-10-17
ATL,LA,2019,7,10.0,37.0,2019-10-20
TEN,LAC,2019,7,23.0,20.0,2019-10-20
BUF,MIA,2019,7,31.0,21.0,2019-10-20
DET,MIN,2019,7,30.0,42.0,2019-10-20
NYJ,NE,2019,7,0.0,33.0,2019-10-21
CHI,NO,2019,7,25.0,36.0,2019-10-20
GB,LV,2019,7,42.0,24.0,2019-10-20
DAL,PHI,2019,7,37.0,10.0,2019-10-20
WAS,SF,2019,7,0.0,9.0,2019-10-20
NO,ARI,2019,8,31.0,9.0,2019-10-27
SF,CAR,2019,8,51.0,13.0,2019-10-27
LA,CIN,2019,8,24.0,10.0,2019-10-27
NE,CLE,2019,8,27.0,13.0,2019-10-27
IND,DEN,2019,8,15.0,13.0,2019-10-27
KC,GB,2019,8,24.0,31.0,2019-10-27
CHI,LAC,2019,8,16.0,17.0,2019-10-27
PIT,MIA,2019,8,27.0,14.0,2019-10-28
DET,NYG,2019,8,31.0,26.0,2019-10-27
JAX,NYJ,2019,8,29.0,15.0,2019-10-27
HOU,LV,2019,8,27.0,24.0,2019-10-27
BUF,PHI,2019,8,13.0,31.0,2019-10-27
ATL,SEA,2019,8,20.0,27.0,2019-10-27
TEN,TB,2019,8,27.0,23.0,2019-10-27
MIN,WAS,2019,8,19.0,9.0,2019-10-24
PHI,CHI,2019,9,22.0,14.0,2019-11-03
DEN,CLE,2019,9,24.0,19.0,2019-11-03
NYG,DAL,2019,9,18.0,37.0,2019-11-04
LV,DET,2019,9,31.0,24.0,2019-11-03
LAC,GB,2019,9,26.0,11.0,2019-11-03
JAX,HOU,2019,9,3.0,26.0,2019-11-03
PIT,IND,2019,9,26.0,24.0,2019-11-03
KC,MIN,2019,9,26.0,23.0,2019-11-03
BAL,NE,2019,9,37.0,20.0,2019-11-03
MIA,NYJ,2019,9,26.0,18.0,2019-11-03
ARI,SF,2019,9,25.0,28.0,2019-10-31
SEA,TB,2019,9,40.0,34.0,2019-11-03
CAR,TEN,2019,9,30.0,20.0,2019-11-03
BUF,WAS,2019,9,24.0,9.0,2019-11-03
TB,ARI,2019,10,30.0,27.0,2019-11-10
NO,ATL,2019,10,9.0,26.0,2019-11-10
CIN,BAL,2019,10,13.0,49.0,2019-11-10
CLE,BUF,2019,10,19.0,16.0,2019-11-10
GB,CAR,2019,10,24.0,16.0,2019-11-10
CHI,DET,2019,10,20.0,13.0,2019-11-10
TEN,KC,2019,10,35.0,32.0,2019-11-10
PIT,LA,2019,10,17.0,12.0,2019-11-10
LV,LAC,2019,10,26.0,24.0,2019-11-07
IND,MIA,2019,10,12.0,16.0,2019-11-10
DAL,MIN,2019,10,24.0,28.0,2019-11-10
NYJ,NYG,2019,10,34.0,27.0,2019-11-10
SF,SEA,2019,10,24.0,27.0,2019-11-11
SF,ARI,2019,11,36.0,26.0,2019-11-17
CAR,ATL,2019,11,3.0,29.0,2019-11-17
MIA,BUF,2019,11,20.0,37.0,2019-11-17
LA,CHI,2019,11,17.0,7.0,2019-11-17
LV,CIN,2019,11,17.0,10.0,2019-11-17
DET,DAL,2019,11,27.0,35.0,2019-11-17
MIN,DEN,2019,11,27.0,23.0,2019-11-17
BAL,HOU,2019,11,41.0,7.0,2019-11-17
IND,JAX,2019,11,33.0,13.0,2019-11-17
LAC,KC,2019,11,17.0,24.0,2019-11-18
PHI,NE,2019,11,10.0,17.0,2019-11-17
TB,NO,2019,11,17.0,34.0,2019-11-17
WAS,NYJ,2019,11,17.0,34.0,2019-11-17
CLE,PIT,2019,11,21.0,7.0,2019-11-14
LA,BAL,2019,12,6.0,45.0,2019-11-25
NO,CAR,2019,12,34.0,31.0,2019-11-24
NE,DAL,2019,12,13.0,9.0,2019-11-24
BUF,DEN,2019,12,20.0,3.0,2019-11-24
WAS,DET,2019,12,19.0,16.0,2019-11-24
SF,GB,2019,12,37.0,8.0,2019-11-24
HOU,IND,2019,12,20.0,17.0,2019-11-21
TEN,JAX,2019,12,42.0,20.0,2019-11-24
CLE,MIA,2019,12,41.0,24.0,2019-11-24
CHI,NYG,2019,12,19.0,14.0,2019-11-24
NYJ,LV,2019,12,34.0,3.0,2019-11-24
CIN,PIT,2019,12,10.0,16.0,2019-11-24
PHI,SEA,2019,12,9.0,17.0,2019-11-24
ATL,TB,2019,12,22.0,35.0,2019-11-24
DAL,BUF,2019,13,15.0,26.0,2019-11-28
DET,CHI,2019,13,20.0,24.0,2019-11-28
PIT,CLE,2019,13,20.0,13.0,2019-12-01
NYG,GB,2019,13,13.0,31.0,2019-12-01
ARI,LA,2019,13,7.0,34.0,2019-12-01
DEN,LAC,2019,13,23.0,20.0,2019-12-01
SEA,MIN,2019,13,37.0,30.0,2019-12-02
HOU,NE,2019,13,28.0,22.0,2019-12-01
ATL,NO,2019,13,18.0,26.0,2019-11-28
CIN,NYJ,2019,13,22.0,6.0,2019-12-01
KC,LV,2019,13,40.0,9.0,2019-12-01
MIA,PHI,2019,13,37.0,31.0,2019-12-01
BAL,SF,2019,13,20.0,17.0,2019-12-01
JAX,TB,2019,13,11.0,28.0,2019-12-01
IND,TEN,2019,13,17.0,31.0,2019-12-01
CAR,WAS,2019,13,21.0,29.0,2019-12-01
BUF,BAL,2019,14,17.0,24.0,2019-12-08
ATL,CAR,2019,14,40.0,20.0,2019-12-08
CLE,CIN,2019,14,27.0,19.0,2019-12-08
CHI,DAL,2019,14,31.0,24.0,2019-12-05
HOU,DEN,2019,14,24.0,38.0,2019-12-08
MIN,DET,2019,14,20.0,7.0,2019-12-08
TB,IND,2019,14,38.0,35.0,2019-12-08
NE,KC,2019,14,16.0,23.0,2019-12-08
JAX,LAC,2019,14,10.0,45.0,2019-12-08
NYJ,MIA,2019,14,22.0,21.0,2019-12-08
PHI,NYG,2019,14,23.0,17.0,2019-12-09
ARI,PIT,2019,14,17.0,23.0,2019-12-08
LA,SEA,2019,14,28.0,12.0,2019-12-08
NO,SF,2019,14,46.0,48.0,2019-12-08
LV,TEN,2019,14,21.0,42.0,2019-12-08
GB,WAS,2019,14,20.0,15.0,2019-12-08
SF,ATL,2019,15,22.0,29.0,2019-12-15
PIT,BUF,2019,15,10.0,17.0,2019-12-15
GB,CHI,2019,15,21.0,13.0,2019-12-15
ARI,CLE,2019,15,38.0,24.0,2019-12-15
KC,DEN,2019,15,23.0,3.0,2019-12-15
TEN,HOU,2019,15,21.0,24.0,2019-12-15
NO,IND,2019,15,34.0,7.0,2019-12-16
LV,JAX,2019,15,16.0,20.0,2019-12-15
DAL,LA,2019,15,44.0,21.0,2019-12-15
NYG,MIA,2019,15,36.0,20.0,2019-12-15
LAC,MIN,2019,15,10.0,39.0,2019-12-15
CIN,NE,2019,15,13.0,34.0,2019-12-15
BAL,NYJ,2019,15,42.0,21.0,2019-12-12
WAS,PHI,2019,15,27.0,37.0,2019-12-15
CAR,SEA,2019,15,24.0,30.0,2019-12-15
DET,TB,2019,15,17.0,38.0,2019-12-15
SEA,ARI,2019,16,13.0,27.0,2019-12-22
CLE,BAL,2019,16,15.0,31.0,2019-12-22
NE,BUF,2019,16,24.0,17.0,2019-12-21
IND,CAR,2019,16,38.0,6.0,2019-12-22
MIA,CIN,2019,16,38.0,35.0,2019-12-22
PHI,DAL,2019,16,17.0,9.0,2019-12-22
DEN,DET,2019,16,27.0,17.0,2019-12-22
MIN,GB,2019,16,10.0,23.0,2019-12-23
TB,HOU,2019,16,20.0,23.0,2019-12-21
ATL,JAX,2019,16,24.0,12.0,2019-12-22
CHI,KC,2019,16,3.0,26.0,2019-12-22
SF,LA,2019,16,34.0,31.0,2019-12-21
TEN,NO,2019,16,28.0,38.0,2019-12-22
WAS,NYG,2019,16,35.0,41.0,2019-12-22
LAC,LV,2019,16,17.0,24.0,2019-12-22
NYJ,PIT,2019,16,16.0,10.0,2019-12-22
LA,ARI,2019,17,31.0,24.0,2019-12-29
TB,ATL,2019,17,22.0,28.0,2019-12-29
MIN,CHI,2019,17,19.0,21.0,2019-12-29
CIN,CLE,2019,17,33.0,23.0,2019-12-29
DET,GB,2019,17,20.0,23.0,2019-12-29
JAX,IND,2019,17,38.0,20.0,2019-12-29
KC,LAC,2019,17,31.0,21.0,2019-12-29
NE,MIA,2019,17,24.0,27.0,2019-12-29
CAR,NO,2019,17,10.0,42.0,2019-12-29
BUF,NYJ,2019,17,6.0,13.0,2019-12-29
DEN,LV,2019,17,16.0,15.0,2019-12-29
NYG,PHI,2019,17,17.0,34.0,2019-12-29
BAL,PIT,2019,17,28.0,10.0,2019-12-29
SEA,SF,2019,17,21.0,26.0,2019-12-29
HOU,TEN,2019,17,14.0,35.0,2019-12-29
DAL,WAS,2019,17,47.0,16.0,2019-12-29
HOU,IND,2019,18,7.0,21.0,2019-01-05
BAL,LAC,2019,18,17.0,23.0,2019-01-06
CHI,PHI,2019,18,15.0,16.0,2019-01-06
DAL,SEA,2019,18,24.0,22.0,2019-01-05
LA,DAL,2019,19,30.0,22.0,2019-01-12
KC,IND,2019,19,31.0,13.0,2019-01-12
NE,LAC,2019,19,41.0,28.0,2019-01-13
NO,PHI,2019,19,20.0,14.0,2019-01-13
NO,LA,2019,20,23.0,26.0,2019-01-20
KC,NE,2019,20,31.0,37.0,2019-01-20
LA,NE,2019,21,3.0,13.0,2019-02-03
SF,ARI,2020,1,20.0,24.0,2020-09-13
DET,CHI,2020,1,23.0,27.0,2020-09-13
BAL,CLE,2020,1,38.0,6.0,2020-09-13
LA,DAL,2020,1,20.0,17.0,2020-09-13
MIN,GB,2020,1,34.0,43.0,2020-09-13
KC,HOU,2020,1,34.0,20.0,2020-09-10
JAX,IND,2020,1,27.0,20.0,2020-09-13
CIN,LAC,2020,1,13.0,16.0,2020-09-13
CAR,LV,2020,1,30.0,34.0,2020-09-13
NE,MIA,2020,1,21.0,11.0,2020-09-13
BUF,NYJ,2020,1,27.0,17.0,2020-09-13
WAS,PHI,2020,1,27.0,17.0,2020-09-13
NYG,PIT,2020,1,16.0,26.0,2020-09-14
ATL,SEA,2020,1,25.0,38.0,2020-09-13
NO,TB,2020,1,34.0,23.0,2020-09-13
DEN,TEN,2020,1,14.0,16.0,2020-09-14
DAL,ATL,2020,2,40.0,39.0,2020-09-20
HOU,BAL,2020,2,16.0,33.0,2020-09-20
MIA,BUF,2020,2,28.0,31.0,2020-09-20
TB,CAR,2020,2,31.0,17.0,2020-09-20
CLE,CIN,2020,2,35.0,30.0,2020-09-17
PIT,DEN,2020,2,26.0,21.0,2020-09-20
GB,DET,2020,2,42.0,21.0,2020-09-20
TEN,JAX,2020,2,33.0,30.0,2020-09-20
LAC,KC,2020,2,20.0,23.0,2020-09-20
PHI,LA,2020,2,19.0,37.0,2020-09-20
IND,MIN,2020,2,28.0,11.0,2020-09-20
SEA,NE,2020,2,35.0,30.0,2020-09-20
LV,NO,2020,2,34.0,24.0,2020-09-21
CHI,NYG,2020,2,17.0,13.0,2020-09-20
NYJ,SF,2020,2,13.0,31.0,2020-09-20
ARI,WAS,2020,2,30.0,15.0,2020-09-20
LAC,CAR,2020,3,16.0,21.0,2020-09-27
ATL,CHI,2020,3,26.0,30.0,2020-09-27
PHI,CIN,2020,3,23.0,23.0,2020-09-27
SEA,DAL,2020,3,38.0,31.0,2020-09-27
ARI,DET,2020,3,23.0,26.0,2020-09-27
NO,GB,2020,3,30.0,37.0,2020-09-27
PIT,HOU,2020,3,28.0,21.0,2020-09-27
BAL,KC,2020,3,20.0,34.0,2020-09-28
BUF,LA,2020,3,35.0,32.0,2020-09-27
NE,LV,2020,3,36.0,20.0,2020-09-27
JAX,MIA,2020,3,13.0,31.0,2020-09-24
IND,NYJ,2020,3,36.0,7.0,2020-09-27
NYG,SF,2020,3,9.0,36.0,2020-09-27
DEN,TB,2020,3,10.0,28.0,2020-09-27
MIN,TEN,2020,3,30.0,31.0,2020-09-27
CLE,WAS,2020,3,34.0,20.0,2020-09-27
CAR,ARI,2020,4,31.0,21.0,2020-10-04
GB,ATL,2020,4,30.0,16.0,2020-10-05
WAS,BAL,2020,4,17.0,31.0,2020-10-04
LV,BUF,2020,4,23.0,30.0,2020-10-04
DAL,CLE,2020,4,38.0,49.0,2020-10-04
NYJ,DEN,2020,4,28.0,37.0,2020-10-01
CHI,IND,2020,4,11.0,19.0,2020-10-04
CIN,JAX,2020,4,33.0,25.0,2020-10-04
TB,LAC,2020,4,38.0,31.0,2020-10-04
HOU,MIN,2020,4,23.0,31.0,2020-10-04
KC,NE,2020,4,26.0,10.0,2020-10-05
DET,NO,2020,4,29.0,35.0,2020-10-04
LA,NYG,2020,4,17.0,9.0,2020-10-04
SF,PHI,2020,4,20.0,25.0,2020-10-04
MIA,SEA,2020,4,23.0,31.0,2020-10-04
NYJ,ARI,2020,5,10.0,30.0,2020-10-11
TEN,BUF,2020,5,42.0,16.0,2020-10-13
ATL,CAR,2020,5,16.0,23.0,2020-10-11
BAL,CIN,2020,5,27.0,3.0,2020-10-11
CLE,IND,2020,5,32.0,23.0,2020-10-11
HOU,JAX,2020,5,30.0,14.0,2020-10-11
WAS,LA,2020,5,10.0,30.0,2020-10-11
NO,LAC,2020,5,30.0,27.0,2020-10-12
KC,LV,2020,5,32.0,40.0,2020-10-11
SF,MIA,2020,5,17.0,43.0,2020-10-11
SEA,MIN,2020,5,27.0,26.0,2020-10-11
DAL,NYG,2020,5,37.0,34.0,2020-10-11
PIT,PHI,2020,5,38.0,29.0,2020-10-11
CHI,TB,2020,5,20.0,19.0,2020-10-08
DAL,ARI,2020,6,10.0,38.0,2020-10-19
MIN,ATL,2020,6,23.0,40.0,2020-10-18
PHI,BAL,2020,6,28.0,30.0,2020-10-18
CAR,CHI,2020,6,16.0,23.0,2020-10-18
IND,CIN,2020,6,31.0,27.0,2020-10-18
PIT,CLE,2020,6,38.0,7.0,2020-10-18
NE,DEN,2020,6,12.0,18.0,2020-10-18
JAX,DET,2020,6,16.0,34.0,2020-10-18
TB,GB,2020,6,38.0,10.0,2020-10-18
TEN,HOU,2020,6,42.0,36.0,2020-10-18
BUF,KC,2020,6,17.0,26.0,2020-10-19
SF,LA,2020,6,24.0,16.0,2020-10-18
MIA,NYJ,2020,6,24.0,0.0,2020-10-18
NYG,WAS,2020,6,20.0,19.0,2020-10-18
NYJ,BUF,2020,7,10.0,18.0,2020-10-25
NO,CAR,2020,7,27.0,24.0,2020-10-25
LA,CHI,2020,7,24.0,10.0,2020-10-26
CIN,CLE,2020,7,34.0,37.0,2020-10-25
WAS,DAL,2020,7,25.0,3.0,2020-10-25
ATL,DET,2020,7,22.0,23.0,2020-10-25
HOU,GB,2020,7,20.0,35.0,2020-10-25
LAC,JAX,2020,7,39.0,29.0,2020-10-25
DEN,KC,2020,7,16.0,43.0,2020-10-25
PHI,NYG,2020,7,22.0,21.0,2020-10-22
TEN,PIT,2020,7,24.0,27.0,2020-10-25
ARI,SEA,2020,7,37.0,34.0,2020-10-25
NE,SF,2020,7,6.0,33.0,2020-10-25
LV,TB,2020,7,20.0,45.0,2020-10-25
CAR,ATL,2020,8,17.0,25.0,2020-10-29
PHI,DAL,2020,8,23.0,9.0,2020-11-01
DET,IND,2020,8,21.0,41.0,2020-11-01
MIA,LA,2020,8,28.0,17.0,2020-11-01
DEN,LAC,2020,8,31.0,30.0,2020-11-01
CLE,LV,2020,8,6.0,16.0,2020-11-01
GB,MIN,2020,8,22.0,28.0,2020-11-01
BUF,NE,2020,8,24.0,21.0,2020-11-01
CHI,NO,2020,8,23.0,26.0,2020-11-01
KC,NYJ,2020,8,35.0,9.0,2020-11-01
BAL,PIT,2020,8,24.0,28.0,2020-11-01
SEA,SF,2020,8,37.0,27.0,2020-11-01
NYG,TB,2020,8,23.0,25.0,2020-11-02
CIN,TEN,2020,8,31.0,20.0,2020-11-01
IND,BAL,2020,9,10.0,24.0,2020-11-08
KC,CAR,2020,9,33.0,31.0,2020-11-08
TEN,CHI,2020,9,24.0,17.0,2020-11-08
ATL,DEN,2020,9,34.0,27.0,2020-11-08
MIN,DET,2020,9,34.0,20.0,2020-11-08
SF,GB,2020,9,17.0,34.0,2020-11-05
JAX,HOU,2020,9,25.0,27.0,2020-11-08
LAC,LV,2020,9,26.0,31.0,2020-11-08
ARI,MIA,2020,9,31.0,34.0,2020-11-08
NYJ,NE,2020,9,27.0,30.0,2020-11-09
TB,NO,2020,9,3.0,38.0,2020-11-08
WAS,NYG,2020,9,20.0,23.0,2020-11-08
DAL,PIT,2020,9,19.0,24.0,2020-11-08
BUF,SEA,2020,9,44.0,34.0,2020-11-08
NE,BAL,2020,10,23.0,17.0,2020-11-15
ARI,BUF,2020,10,32.0,30.0,2020-11-15
PIT,CIN,2020,10,36.0,10.0,2020-11-15
LV,DEN,2020,10,37.0,12.0,2020-11-15
CLE,HOU,2020,10,10.0,7.0,2020-11-15
TEN,IND,2020,10,17.0,34.0,2020-11-12
GB,JAX,2020,10,24.0,20.0,2020-11-15
MIA,LAC,2020,10,29.0,21.0,2020-11-15
CHI,MIN,2020,10,13.0,19.0,2020-11-16
NYG,PHI,2020,10,27.0,17.0,2020-11-15
LA,SEA,2020,10,23.0,16.0,2020-11-15
NO,SF,2020,10,27.0,13.0,2020-11-15
CAR,TB,2020,10,23.0,46.0,2020-11-15
DET,WAS,2020,10,30.0,27.0,2020-11-15
SEA,ARI,2020,11,28.0,21.0,2020-11-19
NO,ATL,2020,11,24.0,9.0,2020-11-22
WAS,CIN,2020,11,20.0,9.0,2020-11-22
MIN,DAL,2020,11,28.0,31.0,2020-11-22
CAR,DET,2020,11,20.0,0.0,2020-11-22
IND,GB,2020,11,34.0,31.0,2020-11-22
LV,KC,2020,11,31.0,35.0,2020-11-22
TB,LA,2020,11,24.0,27.0,2020-11-23
DEN,MIA,2020,11,20.0,13.0,2020-11-22
HOU,NE,2020,11,27.0,20.0,2020-11-22
LAC,NYJ,2020,11,34.0,28.0,2020-11-22
CLE,PHI,2020,11,22.0,17.0,2020-11-22
JAX,PIT,2020,11,3.0,27.0,2020-11-22
BAL,TEN,2020,11,24.0,30.0,2020-11-22
NE,ARI,2020,12,20.0,17.0,2020-11-29
PIT,BAL,2020,12,19.0,14.0,2020-12-02
MIN,CAR,2020,12,28.0,27.0,2020-11-29
GB,CHI,2020,12,41.0,25.0,2020-11-29
JAX,CLE,2020,12,25.0,27.0,2020-11-29
DET,HOU,2020,12,25.0,41.0,2020-11-26
TB,KC,2020,12,24.0,27.0,2020-11-29
BUF,LAC,2020,12,27.0,17.0,2020-11-29
ATL,LV,2020,12,43.0,6.0,2020-11-29
NYJ,MIA,2020,12,3.0,20.0,2020-11-29
DEN,NO,2020,12,3.0,31.0,2020-11-29
CIN,NYG,2020,12,17.0,19.0,2020-11-29
PHI,SEA,2020,12,17.0,23.0,2020-11-30
LA,SF,2020,12,20.0,23.0,2020-11-29
IND,TEN,2020,12,26.0,45.0,2020-11-29
DAL,WAS,2020,12,16.0,41.0,2020-11-26
SF,BUF,2020,13,24.0,34.0,2020-12-07
MIA,CIN,2020,13,19.0,7.0,2020-12-06
TEN,CLE,2020,13,35.0,41.0,2020-12-06
BAL,DAL,2020,13,34.0,17.0,2020-12-08
KC,DEN,2020,13,22.0,16.0,2020-12-06
CHI,DET,2020,13,30.0,34.0,2020-12-06
HOU,IND,2020,13,20.0,26.0,2020-12-06
MIN,JAX,2020,13,27.0,24.0,2020-12-06
ARI,LA,2020,13,28.0,38.0,2020-12-06
NYJ,LV,2020,13,28.0,31.0,2020-12-06
LAC,NE,2020,13,0.0,45.0,2020-12-06
ATL,NO,2020,13,16.0,21.0,2020-12-06
SEA,NYG,2020,13,12.0,17.0,2020-12-06
GB,PHI,2020,13,30.0,16.0,2020-12-06
PIT,WAS,2020,13,17.0,23.0,2020-12-07
NYG,ARI,2020,14,7.0,26.0,2020-12-13
LAC,ATL,2020,14,20.0,17.0,2020-12-13
CLE,BAL,2020,14,42.0,47.0,2020-12-14
CIN,DAL,2020,14,7.0,30.0,2020-12-13
CAR,DEN,2020,14,27.0,32.0,2020-12-13
DET,GB,2020,14,24.0,31.0,2020-12-13
CHI,HOU,2020,14,36.0,7.0,2020-12-13
LV,IND,2020,14,27.0,44.0,2020-12-13
MIA,KC,2020,14,27.0,33.0,2020-12-13
TB,MIN,2020,14,26.0,14.0,2020-12-13
LA,NE,2020,14,24.0,3.0,2020-12-10
PHI,NO,2020,14,24.0,21.0,2020-12-13
SEA,NYJ,2020,14,40.0,3.0,2020-12-13
BUF,PIT,2020,14,26.0,15.0,2020-12-13
JAX,TEN,2020,14,10.0,31.0,2020-12-13
SF,WAS,2020,14,15.0,23.0,2020-12-13
DEN,BUF,2020,15,19.0,48.0,2020-12-19
GB,CAR,2020,15,24.0,16.0,2020-12-19
MIN,CHI,2020,15,27.0,33.0,2020-12-20
NYG,CLE,2020,15,6.0,20.0,2020-12-20
TEN,DET,2020,15,46.0,25.0,2020-12-20
IND,HOU,2020,15,27.0,20.0,2020-12-20
BAL,JAX,2020,15,40.0,14.0,2020-12-20
NO,KC,2020,15,29.0,32.0,2020-12-20
LV,LAC,2020,15,27.0,30.0,2020-12-17
MIA,NE,2020,15,22.0,12.0,2020-12-20
LA,NYJ,2020,15,20.0,23.0,2020-12-20
ARI,PHI,2020,15,33.0,26.0,2020-12-20
CIN,PIT,2020,15,27.0,17.0,2020-12-21
WAS,SEA,2020,15,15.0,20.0,2020-12-20
DAL,SF,2020,15,41.0,33.0,2020-12-20
ATL,TB,2020,15,27.0,31.0,2020-12-20
KC,ATL,2020,16,17.0,14.0,2020-12-27
NE,BUF,2020,16,9.0,38.0,2020-12-28
WAS,CAR,2020,16,13.0,20.0,2020-12-27
JAX,CHI,2020,16,17.0,41.0,2020-12-27
HOU,CIN,2020,16,31.0,37.0,2020-12-27
NYJ,CLE,2020,16,23.0,16.0,2020-12-27
LAC,DEN,2020,16,19.0,16.0,2020-12-27
PIT,IND,2020,16,28.0,24.0,2020-12-27
SEA,LA,2020,16,20.0,9.0,2020-12-27
LV,MIA,2020,16,25.0,26.0,2020-12-26
NO,MIN,2020,16,52.0,33.0,2020-12-25
BAL,NYG,2020,16,27.0,13.0,2020-12-27
DAL,PHI,2020,16,37.0,17.0,2020-12-27
ARI,SF,2020,16,12.0,20.0,2020-12-26
DET,TB,2020,16,7.0,47.0,2020-12-26
GB,TEN,2020,16,40.0,14.0,2020-12-27
HOU,BUF,2020,18,22.0,19.0,2020-01-04
NO,MIN,2020,18,20.0,26.0,2020-01-05
PHI,SEA,2020,18,9.0,17.0,2020-01-05
NE,TEN,2020,18,13.0,20.0,2020-01-04
KC,HOU,2020,19,51.0,31.0,2020-01-12
SF,MIN,2020,19,27.0,10.0,2020-01-11
GB,SEA,2020,19,28.0,23.0,2020-01-12
BAL,TEN,2020,19,12.0,28.0,2020-01-11
SF,GB,2020,20,37.0,20.0,2020-01-19
